address,display_name,account_value_usd,pnl_day,pnl_week,pnl_month,pnl_alltime,roi_day,roi_week,roi_month,roi_alltime,volume_day,volume_week,volume_month,rank,vol_pnl_ratio,quality_score,current_margin_usd,current_unrealized_pnl,n_open_positions,open_assets,max_leverage_open
0x14b25601e369b40f5bcd1de0f9a53174e3c59d34,,2714.398622,0.0,281.721572,1870.671895,4452601.828622,0.0,0.1158072223,2.2171537716,17.5890032733,0.0,0.0,0.0,1,0.0,0.940180797925668,0.0,0.0,0,,0.0
0x4583f9b7a06ab8b5b7b4a7dd27e774356015d406,,7.322547,0.0,0.14513,1356.262287,2806946.962547,0.0,0.00029026,2.712524574,5.047398771,0.0,0.0,2892.44,2,0.0010304576604380955,0.9329420964954875,0.0,0.0,0,,0.0
0xf07fc9df6cc892029addbef2994d8c221d37f2f6,,481962.864168,3.623937,176069.837611,337950.748195,2555960.464168,7.5192e-06,0.5755928456,2.346682749,25559.60464168,0.0,0.0,0.0,3,0.0,0.9314725316731545,147.778896,0.0,0,,0.0
0x052c405b0291dbac72c6a106db8c65580c53241f,早寝早起,3544.72545,0.0,520.492636,3531.812169,1642257.86545,0.0,0.1665985434,17.659060845,155.8442332545,0.0,0.0,0.0,4,0.0,0.9245324718826053,0.00543,0.0,0,,0.0
0x45d3730a8f811519f3cc310d54ffc4d2142b3773,,5.81568,0.0,0.0,1014.970897,1591385.67568,0.0,0.0,5.074854485,6.4473982522,0.0,0.0,2031.32,5,0.0012764473320598514,0.9240387921184923,0.0,0.0,0,,0.0
0xc3cdb57c1169fd641ef5d08d9a5828e5a8bcefcf,,69.46787,0.0,5.210475,2610.289638,1583659.24787,0.0,0.05210475,13.5424829111,24.2604857319,0.0,0.0,5315.76,6,0.0033566311737513134,0.923962434753367,0.0,0.0,0,,0.0
0x7ee8fd43698a51053cd9729b29cbd90ab68fbc6c,,3150.002608,0.0,458.008429,3106.684972,1274249.312608,0.0,0.1701372286,31.06684972,30.5371774379,0.0,0.0,0.0,7,0.0,0.9205519776602478,0.00381,0.0,0,,0.0
0x003a85c562730b196f7cba202a2515f2ff855736,,305855.849782,24914.767959,9490.035382,247043.524593,898159.429782,0.0886836118,0.0320214806,3.9331141218,5.5597148841,52714.11,2142445.21,13777061.52,8,15.339216026873924,0.9150645688392933,301407.415947,0.0,3,"BTC,ETH,HYPE",40.0
0xf3297d354b7a8c594a54154c7dc03d924b6c87c9,cookie,0.370546,0.004295,0.032175,323.803517,829359.700546,4.295e-05,0.00032175,3.23803517,20.9108670829,0.0,0.0,647.69,9,0.0007809518590951554,0.9138142677730179,0.0,0.0,0,,0.0
0x9cd0a696c7cbb9d44de99268194cb08e5684e5fe,,3221717.971798,107573.055591,551921.639743,2131035.04006,3334741.951798,0.0345446556,0.206736978,1.7703789149,33347.41951798,0.0,0.0,0.0,10,0.0,0.912683145262872,10.0,0.0,0,,0.0
0xda183a6d3ccb5d9e76b1b9067dce81940f22021c,,1.439371,0.0,0.0,1314.864863,583532.499371,0.0,0.0,2.0008762867,23.3818615507,0.0,0.0,1971.99,11,0.0033794004654850293,0.9082987960839701,0.0,0.0,0,,0.0
0x5b28335f6d5cd5a1ac3b66eb2edd2b917e7aa4a4,,616892.550072,78784.76391,78196.623841,562952.628078,565266.920072,0.1464107488,0.1451591149,6.1230487896,6.3069784845,3003441.0,4578299.79,24872644.15,12,44.00159157877465,0.9077998581080609,65685.01036,0.0,1,BTC,40.0
0x922197fd26290e3af3da0c35e7f4f299d95e8741,,104157.84063,6642.622714,40476.881489,88233.42487,564481.47063,0.0681188329,0.6356198467,4.221677992,125.9479177666,5242318.5,15543748.78,33088445.09,13,58.61741582601645,0.9077780430045237,105363.292048,0.0,0,,0.0
0x7a2dec2cf9247964f22afae48fc7d6ad5b71e137,,293.361271,0.0,41.392713,282.171195,547750.421271,0.0,0.1642772945,2.82171195,5477.50421271,0.0,1000.3,11262.48,14,0.020561335167696523,0.9073060002997566,0.0,0.0,0,,0.0
0x2f7288f375edf1d2215b3f2ffcd8bc2ec499aed4,,16.692094,0.0,-0.006657,19305.366694,534958.072094,0.0,-1.8633e-06,2.0173970498,79.5547665359,0.0,0.0,1926945.29,15,3.6020491894949997,0.906935251594847,0.0,0.0,0,,0.0
0xd47d1c8ba0687a5d11d1c4a1a05d34a94581060e,,240030.0,0.0,88011.0,168910.0,324401.1,0.0,0.5789473684,2.375,3244.011,0.0,0.0,0.0,16,0.0,0.8990875810423935,0.0,0.0,0,,0.0
